"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-27",10,30
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-27",19,122
"Rochdale","E08000005","Upper tier local authority","2020-03-27",11,76
"Rotherham","E08000018","Upper tier local authority","2020-03-27",10,85
"Salford","E08000006","Upper tier local authority","2020-03-27",13,109
"Sandwell","E08000028","Upper tier local authority","2020-03-27",19,162
"Sefton","E08000014","Upper tier local authority","2020-03-27",17,80
"Sheffield","E08000019","Upper tier local authority","2020-03-27",27,454
"Shropshire","E06000051","Upper tier local authority","2020-03-27",10,81
"Slough","E06000039","Upper tier local authority","2020-03-27",11,102
"Solihull","E08000029","Upper tier local authority","2020-03-27",17,95
"Somerset","E10000027","Upper tier local authority","2020-03-27",8,52
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-27",6,59
"South Tyneside","E08000023","Upper tier local authority","2020-03-27",7,27
"Southampton","E06000045","Upper tier local authority","2020-03-27",13,69
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-27",7,42
"Southwark","E09000028","Upper tier local authority","2020-03-27",48,392
"St. Helens","E08000013","Upper tier local authority","2020-03-27",14,64
"Staffordshire","E10000028","Upper tier local authority","2020-03-27",35,269
"Stockport","E08000007","Upper tier local authority","2020-03-27",8,97
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-27",8,33
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-27",3,33
"Suffolk","E10000029","Upper tier local authority","2020-03-27",20,115
"Sunderland","E08000024","Upper tier local authority","2020-03-27",9,73
"Surrey","E10000030","Upper tier local authority","2020-03-27",56,490
"Sutton","E09000029","Upper tier local authority","2020-03-27",21,141
"Swindon","E06000030","Upper tier local authority","2020-03-27",3,30
"Tameside","E08000008","Upper tier local authority","2020-03-27",8,68
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-27",8,40
"Thurrock","E06000034","Upper tier local authority","2020-03-27",12,59
"Torbay","E06000027","Upper tier local authority","2020-03-27",6,33
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-27",22,187
"Trafford","E08000009","Upper tier local authority","2020-03-27",8,93
"Wakefield","E08000036","Upper tier local authority","2020-03-27",7,65
"Walsall","E08000030","Upper tier local authority","2020-03-27",19,160
"Waltham Forest","E09000031","Upper tier local authority","2020-03-27",27,187
"Wandsworth","E09000032","Upper tier local authority","2020-03-27",30,346
"Warrington","E06000007","Upper tier local authority","2020-03-27",10,32
"Warwickshire","E10000031","Upper tier local authority","2020-03-27",18,195
"West Berkshire","E06000037","Upper tier local authority","2020-03-27",5,49
"West Sussex","E10000032","Upper tier local authority","2020-03-27",19,169
"Westminster","E09000033","Upper tier local authority","2020-03-27",13,249
"Wigan","E08000010","Upper tier local authority","2020-03-27",13,59
"Wiltshire","E06000054","Upper tier local authority","2020-03-27",18,85
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-27",4,64
"Wirral","E08000015","Upper tier local authority","2020-03-27",15,70
"Wokingham","E06000041","Upper tier local authority","2020-03-27",10,43
"Wolverhampton","E08000031","Upper tier local authority","2020-03-27",26,186
"Worcestershire","E10000034","Upper tier local authority","2020-03-27",22,176
"York","E06000014","Upper tier local authority","2020-03-27",5,23
"England","E92000001","Country","2020-03-26",2615,17968
"West Midlands","E12000005","Region","2020-03-26",316,2039
"East of England","E12000006","Region","2020-03-26",215,1358
"North West","E12000002","Region","2020-03-26",356,1857
"East Midlands","E12000004","Region","2020-03-26",154,1091
"South West","E12000009","Region","2020-03-26",119,752
"London","E12000007","Region","2020-03-26",762,6347
"Yorkshire and The Humber","E12000003","Region","2020-03-26",180,1131
"North East","E12000001","Region","2020-03-26",96,470
"South East","E12000008","Region","2020-03-26",317,2368
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-26",7,101
"Barnet","E09000003","Upper tier local authority","2020-03-26",55,344
"Barnsley","E08000016","Upper tier local authority","2020-03-26",21,89
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-26",5,35
"Bedford","E06000055","Upper tier local authority","2020-03-26",9,47
"Bexley","E09000004","Upper tier local authority","2020-03-26",11,123
"Birmingham","E08000025","Upper tier local authority","2020-03-26",94,554
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-26",2,14
"Blackpool","E06000009","Upper tier local authority","2020-03-26",4,15
"Bolton","E08000001","Upper tier local authority","2020-03-26",6,42
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-26",9,36
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-26",3,23
"Bradford","E08000032","Upper tier local authority","2020-03-26",10,52
"Brent","E09000005","Upper tier local authority","2020-03-26",44,354
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-26",9,53
"Bristol, City of","E06000023","Upper tier local authority","2020-03-26",14,80
"Bromley","E09000006","Upper tier local authority","2020-03-26",29,245
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-26",10,146
"Bury","E08000002","Upper tier local authority","2020-03-26",14,52
"Calderdale","E08000033","Upper tier local authority","2020-03-26",6,20
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-26",12,117
"Camden","E09000007","Upper tier local authority","2020-03-26",28,172
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-26",8,65
"Cheshire East","E06000049","Upper tier local authority","2020-03-26",10,63
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-26",5,43
"City of London","E09000001","Upper tier local authority","2020-03-26",1,6
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-26",11,59
"County Durham","E06000047","Upper tier local authority","2020-03-26",14,61
"Coventry","E08000026","Upper tier local authority","2020-03-26",19,107
"Croydon","E09000008","Upper tier local authority","2020-03-26",44,322
"Cumbria","E10000006","Upper tier local authority","2020-03-26",50,323
"Darlington","E06000005","Upper tier local authority","2020-03-26",3,12
"Derby","E06000015","Upper tier local authority","2020-03-26",8,116
"Derbyshire","E10000007","Upper tier local authority","2020-03-26",20,236
"Devon","E10000008","Upper tier local authority","2020-03-26",15,93
"Doncaster","E08000017","Upper tier local authority","2020-03-26",9,54
"Dorset","E06000059","Upper tier local authority","2020-03-26",10,44
"Dudley","E08000027","Upper tier local authority","2020-03-26",24,133
"Ealing","E09000009","Upper tier local authority","2020-03-26",30,273
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-26",3,34
"East Sussex","E10000011","Upper tier local authority","2020-03-26",14,69
"Enfield","E09000010","Upper tier local authority","2020-03-26",15,192
"Essex","E10000012","Upper tier local authority","2020-03-26",62,354
"Gateshead","E08000037","Upper tier local authority","2020-03-26",10,28
"Gloucestershire","E10000013","Upper tier local authority","2020-03-26",15,118
"Greenwich","E09000011","Upper tier local authority","2020-03-26",11,162
"Hackney","E09000012","Upper tier local authority","2020-03-26",23,163
"Halton","E06000006","Upper tier local authority","2020-03-26",2,18
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-26",24,155
"Hampshire","E10000014","Upper tier local authority","2020-03-26",56,429
"Haringey","E09000014","Upper tier local authority","2020-03-26",9,149
"Harrow","E09000015","Upper tier local authority","2020-03-26",30,249
"Hartlepool","E06000001","Upper tier local authority","2020-03-26",1,6
"Havering","E09000016","Upper tier local authority","2020-03-26",11,109
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-26",1,25
"Hertfordshire","E10000015","Upper tier local authority","2020-03-26",49,381
"Hillingdon","E09000017","Upper tier local authority","2020-03-26",20,168
"Hounslow","E09000018","Upper tier local authority","2020-03-26",15,160
"Isle of Wight","E06000046","Upper tier local authority","2020-03-26",1,12
"Islington","E09000019","Upper tier local authority","2020-03-26",8,143
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-26",22,149
"Kent","E10000016","Upper tier local authority","2020-03-26",54,315
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-03-26",3,11
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-26",13,90
"Kirklees","E08000034","Upper tier local authority","2020-03-26",11,55
"Knowsley","E08000011","Upper tier local authority","2020-03-26",7,32
"Lambeth","E09000022","Upper tier local authority","2020-03-26",43,357
"Lancashire","E10000017","Upper tier local authority","2020-03-26",63,262
"Leeds","E08000035","Upper tier local authority","2020-03-26",21,118
"Leicester","E06000016","Upper tier local authority","2020-03-26",13,82
"Leicestershire","E10000018","Upper tier local authority","2020-03-26",16,160
"Lewisham","E09000023","Upper tier local authority","2020-03-26",25,213
"Lincolnshire","E10000019","Upper tier local authority","2020-03-26",23,90
"Liverpool","E08000012","Upper tier local authority","2020-03-26",34,173
"Luton","E06000032","Upper tier local authority","2020-03-26",9,77
"Manchester","E08000003","Upper tier local authority","2020-03-26",22,103
"Medway","E06000035","Upper tier local authority","2020-03-26",11,83
"Merton","E09000024","Upper tier local authority","2020-03-26",14,173
"Middlesbrough","E06000002","Upper tier local authority","2020-03-26",7,24
"Milton Keynes","E06000042","Upper tier local authority","2020-03-26",7,88
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-26",19,125
"Newham","E09000025","Upper tier local authority","2020-03-26",38,195
"Norfolk","E10000020","Upper tier local authority","2020-03-26",26,114
"North East Lincolnshire","E06000012","Upper tier local authority","2020-03-26",3,18
"North Lincolnshire","E06000013","Upper tier local authority","2020-03-26",3,13
"North Somerset","E06000024","Upper tier local authority","2020-03-26",3,31
"North Tyneside","E08000022","Upper tier local authority","2020-03-26",6,37
"North Yorkshire","E10000023","Upper tier local authority","2020-03-26",12,89
"Northamptonshire","E10000021","Upper tier local authority","2020-03-26",21,149
"Northumberland","E06000057","Upper tier local authority","2020-03-26",12,48
"Nottingham","E06000018","Upper tier local authority","2020-03-26",16,88
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-26",36,167
"Oldham","E08000004","Upper tier local authority","2020-03-26",14,86
"Oxfordshire","E10000025","Upper tier local authority","2020-03-26",26,169
"Peterborough","E06000031","Upper tier local authority","2020-03-26",4,26
"Plymouth","E06000026","Upper tier local authority","2020-03-26",9,38
"Portsmouth","E06000044","Upper tier local authority","2020-03-26",5,70
"Reading","E06000038","Upper tier local authority","2020-03-26",7,43
"Redbridge","E09000026","Upper tier local authority","2020-03-26",15,136
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-26",6,20
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-26",12,103
"Rochdale","E08000005","Upper tier local authority","2020-03-26",15,65
"Rotherham","E08000018","Upper tier local authority","2020-03-26",16,75
"Rutland","E06000017","Upper tier local authority","2020-03-26",1,3
"Salford","E08000006","Upper tier local authority","2020-03-26",18,96
"Sandwell","E08000028","Upper tier local authority","2020-03-26",14,143
"Sefton","E08000014","Upper tier local authority","2020-03-26",12,63
"Sheffield","E08000019","Upper tier local authority","2020-03-26",47,427
"Shropshire","E06000051","Upper tier local authority","2020-03-26",14,71
"Slough","E06000039","Upper tier local authority","2020-03-26",12,91
"Solihull","E08000029","Upper tier local authority","2020-03-26",17,78
"Somerset","E10000027","Upper tier local authority","2020-03-26",7,44
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-26",4,53
"South Tyneside","E08000023","Upper tier local authority","2020-03-26",1,20
"Southampton","E06000045","Upper tier local authority","2020-03-26",15,56
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-26",8,35
"Southwark","E09000028","Upper tier local authority","2020-03-26",32,344
"St. Helens","E08000013","Upper tier local authority","2020-03-26",11,50
"Staffordshire","E10000028","Upper tier local authority","2020-03-26",38,234
"Stockport","E08000007","Upper tier local authority","2020-03-26",15,89
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-26",6,25
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-26",5,30
"Suffolk","E10000029","Upper tier local authority","2020-03-26",18,95
"Sunderland","E08000024","Upper tier local authority","2020-03-26",11,64
"Surrey","E10000030","Upper tier local authority","2020-03-26",55,434
"Sutton","E09000029","Upper tier local authority","2020-03-26",13,120
"Swindon","E06000030","Upper tier local authority","2020-03-26",5,27
"Tameside","E08000008","Upper tier local authority","2020-03-26",8,60
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-26",6,32
"Thurrock","E06000034","Upper tier local authority","2020-03-26",10,47
"Torbay","E06000027","Upper tier local authority","2020-03-26",5,27
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-26",34,165
"Trafford","E08000009","Upper tier local authority","2020-03-26",15,85
"Wakefield","E08000036","Upper tier local authority","2020-03-26",14,58
"Walsall","E08000030","Upper tier local authority","2020-03-26",20,141
"Waltham Forest","E09000031","Upper tier local authority","2020-03-26",34,160
"Wandsworth","E09000032","Upper tier local authority","2020-03-26",32,316
"Warrington","E06000007","Upper tier local authority","2020-03-26",3,22
"Warwickshire","E10000031","Upper tier local authority","2020-03-26",28,177
"West Berkshire","E06000037","Upper tier local authority","2020-03-26",4,44
"West Sussex","E10000032","Upper tier local authority","2020-03-26",18,150
"Westminster","E09000033","Upper tier local authority","2020-03-26",20,236
"Wigan","E08000010","Upper tier local authority","2020-03-26",15,46
"Wiltshire","E06000054","Upper tier local authority","2020-03-26",7,67
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-26",5,60
"Wirral","E08000015","Upper tier local authority","2020-03-26",11,55
"Wokingham","E06000041","Upper tier local authority","2020-03-26",5,33
"Wolverhampton","E08000031","Upper tier local authority","2020-03-26",13,160
"Worcestershire","E10000034","Upper tier local authority","2020-03-26",23,154
"York","E06000014","Upper tier local authority","2020-03-26",1,18
"England","E92000001","Country","2020-03-25",2259,15353
"West Midlands","E12000005","Region","2020-03-25",237,1723
"East of England","E12000006","Region","2020-03-25",188,1143
"North West","E12000002","Region","2020-03-25",253,1501
"East Midlands","E12000004","Region","2020-03-25",116,937
"South West","E12000009","Region","2020-03-25",104,633
"London","E12000007","Region","2020-03-25",749,5585
"Yorkshire and The Humber","E12000003","Region","2020-03-25",150,951
"North East","E12000001","Region","2020-03-25",76,374
"South East","E12000008","Region","2020-03-25",304,2051
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-25",11,94
"Barnet","E09000003","Upper tier local authority","2020-03-25",45,289
"Barnsley","E08000016","Upper tier local authority","2020-03-25",10,68
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-25",4,30
"Bedford","E06000055","Upper tier local authority","2020-03-25",6,38
"Bexley","E09000004","Upper tier local authority","2020-03-25",19,112
"Birmingham","E08000025","Upper tier local authority","2020-03-25",59,460
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-25",1,12
"Blackpool","E06000009","Upper tier local authority","2020-03-25",1,11
"Bolton","E08000001","Upper tier local authority","2020-03-25",5,36
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-25",5,27
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-25",2,20
"Bradford","E08000032","Upper tier local authority","2020-03-25",7,42
"Brent","E09000005","Upper tier local authority","2020-03-25",46,310
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-25",6,44
"Bristol, City of","E06000023","Upper tier local authority","2020-03-25",12,66
"Bromley","E09000006","Upper tier local authority","2020-03-25",25,216
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-25",23,136
"Bury","E08000002","Upper tier local authority","2020-03-25",3,38
"Calderdale","E08000033","Upper tier local authority","2020-03-25",4,14
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-25",17,105
"Camden","E09000007","Upper tier local authority","2020-03-25",22,144
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-25",6,57
"Cheshire East","E06000049","Upper tier local authority","2020-03-25",12,53
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-25",5,38
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-25",4,48
"County Durham","E06000047","Upper tier local authority","2020-03-25",13,47
"Coventry","E08000026","Upper tier local authority","2020-03-25",16,88
"Croydon","E09000008","Upper tier local authority","2020-03-25",43,278
"Cumbria","E10000006","Upper tier local authority","2020-03-25",47,273
"Darlington","E06000005","Upper tier local authority","2020-03-25",3,9
"Derby","E06000015","Upper tier local authority","2020-03-25",11,108
"Derbyshire","E10000007","Upper tier local authority","2020-03-25",20,216
"Devon","E10000008","Upper tier local authority","2020-03-25",15,78
"Doncaster","E08000017","Upper tier local authority","2020-03-25",10,45
"Dorset","E06000059","Upper tier local authority","2020-03-25",3,34
"Dudley","E08000027","Upper tier local authority","2020-03-25",17,109
"Ealing","E09000009","Upper tier local authority","2020-03-25",36,243
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-25",6,31
"East Sussex","E10000011","Upper tier local authority","2020-03-25",11,55
"Enfield","E09000010","Upper tier local authority","2020-03-25",21,177
"Essex","E10000012","Upper tier local authority","2020-03-25",68,292
"Gateshead","E08000037","Upper tier local authority","2020-03-25",1,18
"Gloucestershire","E10000013","Upper tier local authority","2020-03-25",24,103
"Greenwich","E09000011","Upper tier local authority","2020-03-25",19,151
"Hackney","E09000012","Upper tier local authority","2020-03-25",16,140
"Halton","E06000006","Upper tier local authority","2020-03-25",3,16
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-25",17,131
"Hampshire","E10000014","Upper tier local authority","2020-03-25",43,373
"Haringey","E09000014","Upper tier local authority","2020-03-25",12,140
"Harrow","E09000015","Upper tier local authority","2020-03-25",28,219
"Hartlepool","E06000001","Upper tier local authority","2020-03-25",2,5
"Havering","E09000016","Upper tier local authority","2020-03-25",14,98
"Hertfordshire","E10000015","Upper tier local authority","2020-03-25",56,332
"Hillingdon","E09000017","Upper tier local authority","2020-03-25",17,148
"Hounslow","E09000018","Upper tier local authority","2020-03-25",17,145
"Isle of Wight","E06000046","Upper tier local authority","2020-03-25",1,11
"Islington","E09000019","Upper tier local authority","2020-03-25",11,135
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-25",14,127
"Kent","E10000016","Upper tier local authority","2020-03-25",54,261
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-03-25",3,8
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-25",13,77
"Kirklees","E08000034","Upper tier local authority","2020-03-25",10,44
"Knowsley","E08000011","Upper tier local authority","2020-03-25",9,25
"Lambeth","E09000022","Upper tier local authority","2020-03-25",36,314
"Lancashire","E10000017","Upper tier local authority","2020-03-25",38,199
"Leeds","E08000035","Upper tier local authority","2020-03-25",11,97
"Leicester","E06000016","Upper tier local authority","2020-03-25",5,69
"Leicestershire","E10000018","Upper tier local authority","2020-03-25",13,144
"Lewisham","E09000023","Upper tier local authority","2020-03-25",24,188
"Lincolnshire","E10000019","Upper tier local authority","2020-03-25",11,67
"Liverpool","E08000012","Upper tier local authority","2020-03-25",24,139
"Luton","E06000032","Upper tier local authority","2020-03-25",11,68
"Manchester","E08000003","Upper tier local authority","2020-03-25",15,81
"Medway","E06000035","Upper tier local authority","2020-03-25",10,72
"Merton","E09000024","Upper tier local authority","2020-03-25",23,159
"Middlesbrough","E06000002","Upper tier local authority","2020-03-25",7,17
"Milton Keynes","E06000042","Upper tier local authority","2020-03-25",10,81
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-25",19,106
"Newham","E09000025","Upper tier local authority","2020-03-25",33,157
"Norfolk","E10000020","Upper tier local authority","2020-03-25",12,88
"North East Lincolnshire","E06000012","Upper tier local authority","2020-03-25",5,15
"North Lincolnshire","E06000013","Upper tier local authority","2020-03-25",3,10
"North Somerset","E06000024","Upper tier local authority","2020-03-25",7,28
"North Tyneside","E08000022","Upper tier local authority","2020-03-25",4,31
"North Yorkshire","E10000023","Upper tier local authority","2020-03-25",12,77
"Northamptonshire","E10000021","Upper tier local authority","2020-03-25",30,128
"Northumberland","E06000057","Upper tier local authority","2020-03-25",8,36
"Nottingham","E06000018","Upper tier local authority","2020-03-25",9,72
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-25",17,131
"Oldham","E08000004","Upper tier local authority","2020-03-25",14,72
"Oxfordshire","E10000025","Upper tier local authority","2020-03-25",15,143
"Peterborough","E06000031","Upper tier local authority","2020-03-25",1,22
"Plymouth","E06000026","Upper tier local authority","2020-03-25",3,29
"Portsmouth","E06000044","Upper tier local authority","2020-03-25",14,65
"Reading","E06000038","Upper tier local authority","2020-03-25",8,36
"Redbridge","E09000026","Upper tier local authority","2020-03-25",15,121
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-25",3,14
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-25",15,91
"Rochdale","E08000005","Upper tier local authority","2020-03-25",7,50
"Rotherham","E08000018","Upper tier local authority","2020-03-25",9,59
"Salford","E08000006","Upper tier local authority","2020-03-25",6,78
"Sandwell","E08000028","Upper tier local authority","2020-03-25",17,129
"Sefton","E08000014","Upper tier local authority","2020-03-25",17,51
"Sheffield","E08000019","Upper tier local authority","2020-03-25",48,380
"Shropshire","E06000051","Upper tier local authority","2020-03-25",4,57
"Slough","E06000039","Upper tier local authority","2020-03-25",6,79
"Solihull","E08000029","Upper tier local authority","2020-03-25",16,61
"Somerset","E10000027","Upper tier local authority","2020-03-25",5,37
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-25",13,49
"South Tyneside","E08000023","Upper tier local authority","2020-03-25",4,19
"Southampton","E06000045","Upper tier local authority","2020-03-25",6,41
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-25",2,27
"Southwark","E09000028","Upper tier local authority","2020-03-25",29,312
"St. Helens","E08000013","Upper tier local authority","2020-03-25",10,39
"Staffordshire","E10000028","Upper tier local authority","2020-03-25",38,196
"Stockport","E08000007","Upper tier local authority","2020-03-25",9,74
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-25",2,19
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-25",5,25
"Suffolk","E10000029","Upper tier local authority","2020-03-25",5,77
"Sunderland","E08000024","Upper tier local authority","2020-03-25",10,53
"Surrey","E10000030","Upper tier local authority","2020-03-25",54,379
"Sutton","E09000029","Upper tier local authority","2020-03-25",12,107
"Swindon","E06000030","Upper tier local authority","2020-03-25",3,22
"Tameside","E08000008","Upper tier local authority","2020-03-25",4,52
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-25",3,26
"Thurrock","E06000034","Upper tier local authority","2020-03-25",4,37
"Torbay","E06000027","Upper tier local authority","2020-03-25",1,22
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-25",26,131
"Trafford","E08000009","Upper tier local authority","2020-03-25",10,70
"Wakefield","E08000036","Upper tier local authority","2020-03-25",11,44
"Walsall","E08000030","Upper tier local authority","2020-03-25",15,121
"Waltham Forest","E09000031","Upper tier local authority","2020-03-25",24,126
"Wandsworth","E09000032","Upper tier local authority","2020-03-25",44,284
"Warrington","E06000007","Upper tier local authority","2020-03-25",1,19
"Warwickshire","E10000031","Upper tier local authority","2020-03-25",14,149
"West Berkshire","E06000037","Upper tier local authority","2020-03-25",7,40
"West Sussex","E10000032","Upper tier local authority","2020-03-25",23,132
"Westminster","E09000033","Upper tier local authority","2020-03-25",22,216
"Wigan","E08000010","Upper tier local authority","2020-03-25",6,31
"Wiltshire","E06000054","Upper tier local authority","2020-03-25",5,60
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-25",9,55
"Wirral","E08000015","Upper tier local authority","2020-03-25",6,44
"Wokingham","E06000041","Upper tier local authority","2020-03-25",2,28
"Wolverhampton","E08000031","Upper tier local authority","2020-03-25",11,147
"Worcestershire","E10000034","Upper tier local authority","2020-03-25",22,131
"York","E06000014","Upper tier local authority","2020-03-25",1,17
"England","E92000001","Country","2020-03-24",2022,13094
"West Midlands","E12000005","Region","2020-03-24",250,1486
"East of England","E12000006","Region","2020-03-24",168,955
"North West","E12000002","Region","2020-03-24",254,1248
"East Midlands","E12000004","Region","2020-03-24",137,821
"South West","E12000009","Region","2020-03-24",68,529
"London","E12000007","Region","2020-03-24",635,4836
"Yorkshire and The Humber","E12000003","Region","2020-03-24",156,801
"North East","E12000001","Region","2020-03-24",76,298
"South East","E12000008","Region","2020-03-24",233,1747
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-24",12,83
"Barnet","E09000003","Upper tier local authority","2020-03-24",39,244
"Barnsley","E08000016","Upper tier local authority","2020-03-24",16,58
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-24",3,26
"Bedford","E06000055","Upper tier local authority","2020-03-24",8,32
"Bexley","E09000004","Upper tier local authority","2020-03-24",13,93
"Birmingham","E08000025","Upper tier local authority","2020-03-24",67,401
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-24",4,11
"Blackpool","E06000009","Upper tier local authority","2020-03-24",1,10
"Bolton","E08000001","Upper tier local authority","2020-03-24",5,31
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-24",5,22
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-24",1,18
"Bradford","E08000032","Upper tier local authority","2020-03-24",9,35
"Brent","E09000005","Upper tier local authority","2020-03-24",28,264
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-24",7,38
"Bristol, City of","E06000023","Upper tier local authority","2020-03-24",4,54
"Bromley","E09000006","Upper tier local authority","2020-03-24",30,191
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-24",9,113
"Bury","E08000002","Upper tier local authority","2020-03-24",8,35
"Calderdale","E08000033","Upper tier local authority","2020-03-24",1,10
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-24",18,88
"Camden","E09000007","Upper tier local authority","2020-03-24",20,122
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-24",9,51
"Cheshire East","E06000049","Upper tier local authority","2020-03-24",7,41
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-24",4,33
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-24",3,44
"County Durham","E06000047","Upper tier local authority","2020-03-24",6,34
"Coventry","E08000026","Upper tier local authority","2020-03-24",19,72
"Croydon","E09000008","Upper tier local authority","2020-03-24",27,235
"Cumbria","E10000006","Upper tier local authority","2020-03-24",45,226
"Darlington","E06000005","Upper tier local authority","2020-03-24",2,6
"Derby","E06000015","Upper tier local authority","2020-03-24",21,97
"Derbyshire","E10000007","Upper tier local authority","2020-03-24",21,196
"Devon","E10000008","Upper tier local authority","2020-03-24",6,63
"Doncaster","E08000017","Upper tier local authority","2020-03-24",9,35
"Dorset","E06000059","Upper tier local authority","2020-03-24",2,31
"Dudley","E08000027","Upper tier local authority","2020-03-24",13,92
"Ealing","E09000009","Upper tier local authority","2020-03-24",35,207
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-24",2,25
"East Sussex","E10000011","Upper tier local authority","2020-03-24",9,44
"Enfield","E09000010","Upper tier local authority","2020-03-24",24,156
"Essex","E10000012","Upper tier local authority","2020-03-24",37,224
"Gateshead","E08000037","Upper tier local authority","2020-03-24",7,17
"Gloucestershire","E10000013","Upper tier local authority","2020-03-24",14,79
"Greenwich","E09000011","Upper tier local authority","2020-03-24",17,132
"Hackney","E09000012","Upper tier local authority","2020-03-24",20,124
"Halton","E06000006","Upper tier local authority","2020-03-24",5,13
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-24",14,114
"Hampshire","E10000014","Upper tier local authority","2020-03-24",34,330
"Haringey","E09000014","Upper tier local authority","2020-03-24",19,128
"Harrow","E09000015","Upper tier local authority","2020-03-24",26,191
"Havering","E09000016","Upper tier local authority","2020-03-24",16,84
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-24",3,24
"Hertfordshire","E10000015","Upper tier local authority","2020-03-24",45,276
"Hillingdon","E09000017","Upper tier local authority","2020-03-24",18,131
"Hounslow","E09000018","Upper tier local authority","2020-03-24",15,128
